Type-TH,Type-EN,SubType-TH,SubType-EN,Attraction-name TH,Attraction-name EN,Organization-Unit-TH,Organization-Unit-EN,Latitude,Longtiude,Open-Houre,Image-URL,Facility,Contact,Province,District,Subdistrict,,,,,,,
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำปางงุ้น,-,อุทยานแห่งชาติดอยภูนาง,Doi Phu Nang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9107910700474scene271010_95814.jpg,,,พะเยา ,เชียงม่วน ,บ้านมาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติดอยภูนาง,Doi Phu Nang National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำผาตั้ง,Pha Tong Cave,อุทยานแห่งชาติดอยภูนาง,Doi Phu Nang National Park,,,พ.ย.-เม.ย.,http://park.dnp.go.th/dnp/scenicpic/9107910700477scene020615_144440.jpg,,,พะเยา ,เชียงม่วน ,บ้านมาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติดอยภูนาง,Doi Phu Nang National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกพาเจริญ,Namtok Pacharoen ,อุทยานแห่งชาติน้ำตกพาเจริญ (เตรียมการ),Namtok Pha Charoen National Park,,,มีภูมิอากาศ 3 ฤดู คือ ฤดูร้อน ฤดูหนาว และฤดูฝน สภาพอากาศโดยทั่วไปไม่ร้อนจัดนัก เนื่องจากตั้งอยู่บนพื้นที่ที่เป็นภูเขาและมีป่าไม้มาก,,,,ตาก ,พบพระ ,ช่องแคบ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพาเจริญ (เตรียมการ),Namtok Pha Charoen National Park National Park
ทางบก,terrestrial,น้ำพุร้อน / บ่อน้ำแร่, Hot spring / Spas,บ่อน้ำร้อนพาเจริญ,Pacharoen Hot Spring ,อุทยานแห่งชาติน้ำตกพาเจริญ (เตรียมการ),Namtok Pha Charoen National Park,,,,,,,ตาก ,พบพระ ,ช่องแคบ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติน้ำตกพาเจริญ (เตรียมการ),Namtok Pha Charoen National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมทิวทัศน์บ้านหนองหิน,-,อุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9110911000885scene130515_135710.jpg,,,พิษณุโลก ,วัดโบสถ์ ,คันโช้ง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,ทางเดินศึกษาธรรมชาติแก่งเจ็ดแคว,-,อุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9110911000886scene130515_115028.jpg,,,พิษณุโลก ,วัดโบสถ์ ,คันโช้ง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตก 5 ชั้น,-,อุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park,,,"สามารถเที่ยวพักผ่อนได้ในช่วงฤดูฝน   ระหว่างเดือนมิถุนายน – กันยายน  ของทุกปี ",http://park.dnp.go.th/dnp/scenicpic/9110911000887scene060515_113954.jpg,,,พิษณุโลก ,วัดโบสถ์ ,คันโช้ง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตก 9 ชั้น,-,อุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park,,,"สามารถเที่ยวพักผ่อนได้ในช่วงฤดูฝน ระหว่างเดือนมิถุนายน – กันยายน  ของทุกปี",http://park.dnp.go.th/dnp/scenicpic/9110911000888scene060515_113454.jpg,,,พิษณุโลก ,วัดโบสถ์ ,คันโช้ง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,ภูแดงร้อน,Phu Dag Ron Waterfull,อุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park,,,มิถุนายน ถึง เดือนกันยายน ,http://park.dnp.go.th/dnp/scenicpic/9110911000889scene130515_105255.jpg,,,พิษณุโลก ,วัดโบสถ์ ,คันโช้ง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกสันตะเคียน,San Ta Kian Waterfall  ,อุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park,,,สามารถเที่ยวได้ในฤดูฝนถึงต้นฤดูหนาวระหว่างเดือนพฤษภาคม  ถึงเดือนพฤศจิกายน,http://park.dnp.go.th/dnp/scenicpic/9110911000980scene130515_110208.jpg,,,พิษณุโลก ,วัดโบสถ์ ,คันโช้ง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park National Park
ทางบก,terrestrial,แม่น้ำ / ลำคลอง / ทะเลสาบ,River / Lagune,"แก่งเสือ 	",Kaeng Sue ,อุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/9110911000982scene130515_111509.jpg,,,พิษณุโลก ,วัดโบสถ์ ,คันโช้ง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park National Park
ทางบก,terrestrial,แก่ง, Cataract,แก่งปู่เต้น ,Pu Ten Rapid ,อุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/9110911000984scene130515_112012.jpg,,,พิษณุโลก ,วัดโบสถ์ ,คันโช้ง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแก่งเจ็ดแคว (เตรียมการ),Kaeng Chet Khwae National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำหลวงแม่สาบ,-,อุทยานแห่งชาติขุนขาน,Khun Khan National Park,,,"ลักษณะภูมิอากาศ  อากาศเย็นสบายตลอดปี อุณหภูมิสูงสุดเฉลี่ย 28 องศาเซลเซียส อุณหภูมิต่ำสุดเฉลี่ย 18 องศาเซลเซียส  ปริมาณน้ำฝนเฉลี่ยทั้งปี  1,380  มิลลิเมตร",http://park.dnp.go.th/dnp/scenicpic/91119111001scene270615_100729.jpg,,,เชียงใหม่ ,สะเมิง ,แม่สาบ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนขาน,Khun Khan National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,นำ้ตกแม่นาเปอะ,-,อุทยานแห่งชาติขุนขาน,Khun Khan National Park,,,ภูมิอากาศ  อากาศเย็นสบายตลอดปี อุณหภูมิสูงสุดเฉลี่ย 28 องศาเซลเซียส อุณหภูมิต่ำสุดเฉลี่ย 18 องศาเซลเซียส,http://park.dnp.go.th/dnp/scenicpic/9111911100606scene270615_100853.jpg,,,เชียงใหม่ ,สะเมิง ,แม่สาบ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนขาน,Khun Khan National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,นำ้ตกห้วยขาด,-,อุทยานแห่งชาติขุนขาน,Khun Khan National Park,,,"ภูมิอากาศ  อากาศเย็นสบายตลอดปี อุณหภูมิสูงสุดเฉลี่ย 28 องศาเซลเซียส อุณหภูมิต่ำสุดเฉลี่ย 18 องศาเซลเซียส  ปริมาณน้ำฝนเฉลี่ยทั้งปี  1,380  มิลลิเมตร",,,,เชียงใหม่ ,สะเมิง ,แม่สาบ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนขาน,Khun Khan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมวิวทิวทัศน์ป่าสะเมิง-แม่แจ่ม,-,อุทยานแห่งชาติขุนขาน,Khun Khan National Park,,,อากาศเย็นสบายตลอดปี อุณหภูมิสูงสุดเฉลี่ย 28 องศาเซลเซียส ,http://park.dnp.go.th/dnp/scenicpic/9111911100608scene270615_100926.jpg,,,เชียงใหม่ ,สะเมิง ,แม่สาบ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนขาน,Khun Khan National Park National Park
ทางบก,terrestrial,จุดพักผ่อนในเขตบริการ,Vacation spot,บริเวณที่ทำการอุทยานแห่งชาติขุนขาน,-,อุทยานแห่งชาติขุนขาน,Khun Khan National Park,,,"ลักษณะภูมิอากาศ  อากาศเย็นสบายตลอดปี อุณหภูมิสูงสุดเฉลี่ย 28 องศาเซลเซียส อุณหภูมิต่ำสุดเฉลี่ย 18 องศาเซลเซียส  ปริมาณน้ำฝนเฉลี่ยทั้งปี  1,380  มิลลิเมตร ",http://park.dnp.go.th/dnp/scenicpic/9111911100609scene270615_101041.jpg,,,เชียงใหม่ ,สะเมิง ,แม่สาบ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนขาน,Khun Khan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,"	จุดชมทิวทัศน์ป่าสะเมิง",-,อุทยานแห่งชาติขุนขาน,Khun Khan National Park,,,"อากาศเย็นสบายตลอดปี อุณหภูมิสูงสุดเฉลี่ย 28 องศาเซลเซียส อุณหภูมิต่ำสุดเฉลี่ย 18 องศาเซลเซียส  ปริมาณน้ำฝนเฉลี่ยทั้งปี  1,380  มิลลิเมตร",http://park.dnp.go.th/dnp/scenicpic/9111911100610scene170815_121051.jpg,,,เชียงใหม่ ,สะเมิง ,แม่สาบ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนขาน,Khun Khan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,ดอยม่อนกู่,-,อุทยานแห่งชาติขุนขาน,Khun Khan National Park,,,อากาศเย็นสบายตลอดปี,http://park.dnp.go.th/dnp/scenicpic/9111911100611scene270615_101134.jpg,,,เชียงใหม่ ,สะเมิง ,แม่สาบ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนขาน,Khun Khan National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกโอโละโกร,O-low-gro Waterwall,อุทยานแห่งชาติแม่เงา (เตรียมการ),Mae Ngao National Park,,,,,,,แม่ฮ่องสอน ,สบเมย ,แม่สวด ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่เงา (เตรียมการ),Mae Ngao National Park National Park
ทางบก,terrestrial,แก่ง, Cataract,ล่องแพแม่น้ำเงา,-,อุทยานแห่งชาติแม่เงา (เตรียมการ),Mae Ngao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9112911200778scene280911_110955.jpg,,,แม่ฮ่องสอน ,สบเมย ,แม่สวด ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่เงา (เตรียมการ),Mae Ngao National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,อ่างเก็บน้ำแม่ปืม,Maepuem Reservoir   ,อุทยานแห่งชาติแม่ปืม,Mae Puem National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/91139113001scene250515_145803.jpg,,,พะเยา ,แม่ใจ ,แม่ใจ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่ปืม,Mae Puem National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,พระบาทตากผ้า,Pha Bat Tak Pa,อุทยานแห่งชาติแม่ปืม,Mae Puem National Park,,,,http://park.dnp.go.th/dnp/scenicpic/91139113001155scene250515_150100.jpg,,,พะเยา ,แม่ใจ ,แม่ใจ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่ปืม,Mae Puem National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,อ่างเก็บน้ำห้วยพญาเก๊า,Hoe Pha Ya Kou,อุทยานแห่งชาติแม่ปืม,Mae Puem National Park,,,,http://park.dnp.go.th/dnp/scenicpic/91139113001156scene060615_151254.jpg,,,พะเยา ,แม่ใจ ,แม่ใจ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่ปืม,Mae Puem National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,อ่างเก็บน้ำห้วยหลวง,Huai Luang Reservoir   ,อุทยานแห่งชาติแม่ปืม,Mae Puem National Park,,,,http://park.dnp.go.th/dnp/scenicpic/91139113001157scene060615_151130.jpg,,,พะเยา ,แม่ใจ ,แม่ใจ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่ปืม,Mae Puem National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมวิวดอยงาม,Doi Ngam Viewpoint,อุทยานแห่งชาติแม่ปืม,Mae Puem National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/91139113001158scene140615_112649.jpg,,,พะเยา ,แม่ใจ ,แม่ใจ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่ปืม,Mae Puem National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกภูสอยดาว,-,อุทยานแห่งชาติภูสอยดาว,Phu Soi Dao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/91149114001scene310315_145000.jpg,,,อุตรดิตถ์ ,น้ำปาด ,ห้วยมุ่น ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสอยดาว,Phu Soi Dao National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกสายทิพย์,-,อุทยานแห่งชาติภูสอยดาว,Phu Soi Dao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9114911400907scene310315_145019.jpg,,,อุตรดิตถ์ ,น้ำปาด ,ห้วยมุ่น ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสอยดาว,Phu Soi Dao National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,ลานสนสามใบภูสอยดาว,-,อุทยานแห่งชาติภูสอยดาว,Phu Soi Dao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9114911400908scene310315_145101.jpg,,,อุตรดิตถ์ ,น้ำปาด ,ห้วยมุ่น ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสอยดาว,Phu Soi Dao National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,ลานหินลำน้ำภาค,-,อุทยานแห่งชาติภูสอยดาว,Phu Soi Dao National Park,,,,,,,อุตรดิตถ์ ,น้ำปาด ,ห้วยมุ่น ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสอยดาว,Phu Soi Dao National Park National Park
ทางบก,terrestrial,แก่ง, Cataract,ล่องแก่งน้ำว้า,Wa River Rafting,อุทยานแห่งชาติแม่จริม,Mae Charim National Park,,, สามารถล่องแก่งได้ตลอดทั้งปี ยกเว้นวันที่น้ำหลาก(ช่วงมรสุม),,,,น่าน ,แม่จริม ,น้ำปาย ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่จริม,Mae Charim National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมทะเลหมอก,"Sightseeing,View Point",อุทยานแห่งชาติแม่จริม,Mae Charim National Park,,,เช้า หรือเย็น ในช่วง ต.ค. - ม.ค.,http://park.dnp.go.th/dnp/scenicpic/91159115001259scene290715_125904.jpg,,,น่าน ,แม่จริม ,น้ำปาย ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่จริม,Mae Charim National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,ผาหน่อ,Pha No,อุทยานแห่งชาติแม่จริม,Mae Charim National Park,,,ต.ค.-พ.ค.,http://park.dnp.go.th/dnp/scenicpic/space.gif,,,น่าน ,แม่จริม ,น้ำปาย ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่จริม,Mae Charim National Park National Park
ทางบก,terrestrial,จุดพักผ่อนในเขตบริการ,Vacation spot,จุดชมธรรมชาติ,"Sightseeing,View Point",อุทยานแห่งชาติแม่จริม,Mae Charim National Park,,,ตลอดทั้งปีแต่ในช่วงฤดูหนาว(ต.ค.-ม.ค.)จะสวยมาก,http://park.dnp.go.th/dnp/scenicpic/9115911500940scene290715_121937.jpg,,,น่าน ,แม่จริม ,น้ำปาย ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติแม่จริม,Mae Charim National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกห้วยหาด,Huaihat Waterfall,อุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park,,,ต.ค.-พ.ค.,http://park.dnp.go.th/dnp/scenicpic/91169116001scene230515_151129.jpg,,"09-0459831 , 01-7240229",น่าน ,ท่าวังผา ,,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกผาธาร,Phatan Waterfall,อุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park,,,ต.ค.-พ.ค.,http://park.dnp.go.th/dnp/scenicpic/91169116001139scene230515_153131.jpg,,"09-0459831 , 01-7240229",น่าน ,ท่าวังผา ,,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำหลวงสะเกิน,Thamluangsakoen Cave,อุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/91169116001141scene230515_145252.jpg,,"09-0459831 , 01-7240229",น่าน ,ท่าวังผา ,,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,เส้นทางชมศึกษาธรรมชาติต้นพระเจ้าห้าพระองค์,Nature Trails Dracontomelon Dao,อุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/91169116001142scene250515_145932.jpg,,"09-0459831 , 01-7240229",น่าน ,ท่าวังผา ,,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park National Park
ทางบก,terrestrial,จุดพักผ่อนในเขตบริการ,Vacation spot,สุสานฟอสซิลหอยโบราณล้านปี,Fossil Brachiopod Orthotetes Sp.,อุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/91169116001143scene230515_151230.jpg,,"09-0459831 , 01-7240229",น่าน ,ท่าวังผา ,,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมวิวทะเลหมอกดอยจี๋,View Point,อุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park,,,พ.ย. - มี.ค.,http://park.dnp.go.th/dnp/scenicpic/91169116001149scene090615_152346.jpg,,"09-0459831 , 01-7240229",น่าน ,ท่าวังผา ,,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำสะเกิน (เตรียมการ),Tham Sakoen National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,อุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Thampla-Phasua Waterfall,อุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park,,,"ฤดูฝน เริ่มตั้งแต่กลางเดือนพฤษภาคม  ฤดูหนาว เริ่มตั้งแต่เดือนพฤศจิกายน ถึงเดือนกุมภาพันธ์มกราคมเป็นช่วงที่เกิดหมอกมากที่สุดประมาณ 21 - 26 วัน ส่วนมากเกิดตอนรุ่งเช้า  ฤดูร้อน เริ่มตั้งแต่กลางเดือนกุมภาพันธ์ ถึงกลางเดือนพฤษภาคม จะมีอากาศร้อนอบอ้าวทั่วโดยเฉพาะเดือนเมษายน ",http://park.dnp.go.th/dnp/scenicpic/91179117001scene210815_120548.jpg,,053-692055,แม่ฮ่องสอน ,เมือง ,ห้วยผา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park National Park
ทางบก,terrestrial,จุดพักผ่อนในเขตบริการ,Vacation spot,ปางอุ๋ง,Pang Ung,อุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park,,,เปิดให้บริการตั้งแต่เดือนตุลาคม - กุมภาพันธ์,http://park.dnp.go.th/dnp/scenicpic/91179117001296scene260815_142508.jpg,,053-692055,แม่ฮ่องสอน ,เมือง ,ห้วยผา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำฤาษี,Hermit Cave,อุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park,,,ตลอดทั้งปี เปิดให้บริการตั้งแต่เวลา 08.00น. - 18.00น.,http://park.dnp.go.th/dnp/scenicpic/91179117001297scene260815_144309.jpg,,053-692055,แม่ฮ่องสอน ,เมือง ,ห้วยผา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกผาเสื่อ,-,อุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9117911700412scene040710_113519.jpg,,053-692055,แม่ฮ่องสอน ,เมือง ,ห้วยผา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำปลา,Fish Cave,อุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park,,,ตลอดทั้งปี เปิดตั้งแต่ เวลา 08.00 น - 18.00 น,http://park.dnp.go.th/dnp/scenicpic/9117911700426scene260815_141335.jpg,,053-692055,แม่ฮ่องสอน ,เมือง ,ห้วยผา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติถ้ำปลา-น้ำตกผาเสื่อ,Tham Pla - Namtok Pha Suea National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,ทะเลหมอก,,อุทยานแห่งชาติขุนพะวอ,Khun Phawo National Park,,,,http://park.dnp.go.th/dnp/scenicpic/91199119001scene080911_113755.jpg,,,ตาก ,แม่ระมาด ,,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนพะวอ,Khun Phawo National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกสะปัน,Sa Pun Waterfalls ,อุทยานแห่งชาติขุนน่าน,Khun Nan National Park,,,,,,,น่าน ,บ่อเกลือ ,ดงพญา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนน่าน,Khun Nan National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกบ้านเด่น,Ban Den Waterfalls,อุทยานแห่งชาติขุนน่าน,Khun Nan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9120912000566scene210515_131608.jpg,,,น่าน ,บ่อเกลือ ,ดงพญา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนน่าน,Khun Nan National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกห้วยตี๋,Huai Tee Waterfalls,อุทยานแห่งชาติขุนน่าน,Khun Nan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9120912000570scene210515_131932.jpg,,,น่าน ,บ่อเกลือ ,ดงพญา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนน่าน,Khun Nan National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกห้วยห้า,Huai Ha Waterfalls,อุทยานแห่งชาติขุนน่าน,Khun Nan National Park,,,,http://park.dnp.go.th/dnp/scenicpic/9120912000571scene210515_132113.jpg,,,น่าน ,บ่อเกลือ ,ดงพญา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนน่าน,Khun Nan National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมทิวทัศน์บริเวณที่ทำการอุทยานแห่งชาติ,Viewpoint National Park area,อุทยานแห่งชาตินันทบุรี (เตรียมการ),Nanthaburi National Park,,,เดือนตุลาคม - เดือนกุมภาพันธ์,http://park.dnp.go.th/dnp/scenicpic/9121912100782scene120515_143158.jpg,,,น่าน ,ท่าวังผา ,ตาลชุม ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาตินันทบุรี (เตรียมการ),Nanthaburi National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมทิวทัศน์ยอดเขาดอยวาว,Doi Wao Viewpoint,อุทยานแห่งชาตินันทบุรี (เตรียมการ),Nanthaburi National Park,,,เดือนตุลาคม - เดือนกุมภาพันธ์,http://park.dnp.go.th/dnp/scenicpic/9121912100783scene120515_111241.jpg,,,น่าน ,ท่าวังผา ,ตาลชุม ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาตินันทบุรี (เตรียมการ),Nanthaburi National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกนันทบุรี 2,Nanthaburi Waterfall,อุทยานแห่งชาตินันทบุรี (เตรียมการ),Nanthaburi National Park,,,เดือนตุลาคม - เดือนกุมภาพันธ์,http://park.dnp.go.th/dnp/scenicpic/9121912100966scene120515_142123.jpg,,,น่าน ,ท่าวังผา ,ตาลชุม ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาตินันทบุรี (เตรียมการ),Nanthaburi National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกขุนกรณ์,Khun Korn Waterfall,อุทยานแห่งชาติลำน้ำกก (เตรียมการ),Lam Nam Kok National Park,,,,http://park.dnp.go.th/dnp/scenicpic/91229122001scene190815_90033.jpg,,,เชียงราย ,เมืองเชียงราย ,ดอยฮาง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติลำน้ำกก (เตรียมการ),Lam Nam Kok National Park National Park
